"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"","","","","","html-button-response","123","185050","0.0-115.0","ca079jsn2e","13","468","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>trustworthy</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","124","186269","0.0-116.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","54","","0","images/Y_L_S_27.png","","","","trustworthy","2","27","Y","L","S","",""
"","","","","","html-slider-response","125","189153","0.0-117.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","53","","0","images/Y_L_U_28.png","","","","trustworthy","1","28","Y","L","U","",""
"","","","","","html-slider-response","126","190117","0.0-118.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-23","","0","images/G_D_U_12.png","","","","trustworthy","2","12","G","D","U","",""
"","","","","","html-slider-response","127","191066","0.0-119.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","50","","0","images/G_L_U_07.png","","","","trustworthy","1","07","G","L","U","",""
"","","","","","html-slider-response","128","192321","0.0-120.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-186","","0","images/G_D_S_10.png","","","","trustworthy","1","10","G","D","S","",""
"","","","","","html-slider-response","129","193683","0.0-121.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-94","","0","images/R_D_U_02.png","","","","trustworthy","1","02","R","D","U","",""
"","","","","","html-slider-response","130","194952","0.0-122.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","115","","0","images/B_L_U_15.png","","","","trustworthy","1","15","B","L","U","",""
"","","","","","html-slider-response","131","196413","0.0-123.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","134","","0","images/G_L_S_05.png","","","","trustworthy","2","05","G","L","S","",""
"","","","","","html-slider-response","132","197758","0.0-124.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","94","","0","images/R_D_S_44.png","","","","trustworthy","2","44","R","D","S","",""
"","","","","","html-slider-response","133","199030","0.0-125.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","126","","0","images/B_L_U_15.png","","","","trustworthy","2","15","B","L","U","",""
"","","","","","html-slider-response","134","200375","0.0-126.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-91","","0","images/G_D_U_12.png","","","","trustworthy","1","12","G","D","U","",""
"","","","","","html-slider-response","135","201468","0.0-127.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","81","","0","images/R_L_S_37.png","","","","trustworthy","1","37","R","L","S","",""
"","","","","","html-slider-response","136","203049","0.0-128.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","159","","0","images/R_L_S_37.png","","","","trustworthy","2","37","R","L","S","",""
"","","","","","html-slider-response","137","204620","0.0-129.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-95","","0","images/Y_L_S_27.png","","","","trustworthy","1","27","Y","L","S","",""
"","","","","","html-slider-response","138","205770","0.0-130.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-75","","0","images/Y_D_S_30.png","","","","trustworthy","2","30","Y","D","S","",""
"","","","","","html-slider-response","139","206849","0.0-131.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","98","","0","images/R_L_U_41.png","","","","trustworthy","1","41","R","L","U","",""
"","","","","","html-slider-response","140","208024","0.0-132.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","images/B_D_S_23.png","","","","trustworthy","1","23","B","D","S","",""
"","","","","","html-slider-response","141","209109","0.0-133.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","images/B_L_S_13.png","","","","trustworthy","1","13","B","L","S","",""
"","","","","","html-slider-response","142","210031","0.0-134.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","images/B_D_S_23.png","","","","trustworthy","2","23","B","D","S","",""
"","","","","","html-slider-response","143","211385","0.0-135.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-86","","0","images/B_D_U_26.png","","","","trustworthy","1","26","B","D","U","",""
"","","","","","html-slider-response","144","212893","0.0-136.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-145","","0","images/Y_D_U_33.png","","","","trustworthy","1","33","Y","D","U","",""
"","","","","","html-slider-response","145","214643","0.0-137.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-147","","0","images/G_D_S_10.png","","","","trustworthy","2","10","G","D","S","",""
"","","","","","html-slider-response","146","215996","0.0-138.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","93","","0","images/B_D_U_26.png","","","","trustworthy","2","26","B","D","U","",""
"","","","","","html-slider-response","147","217324","0.0-139.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-123","","0","images/Y_D_U_33.png","","","","trustworthy","2","33","Y","D","U","",""
"","","","","","html-slider-response","148","218596","0.0-140.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","71","","0","images/R_L_U_41.png","","","","trustworthy","2","41","R","L","U","",""
"","","","","","html-slider-response","149","219836","0.0-141.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-34","","0","images/R_D_U_02.png","","","","trustworthy","2","02","R","D","U","",""
"","","","","","html-slider-response","150","221125","0.0-142.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","75","","0","images/G_L_U_07.png","","","","trustworthy","2","07","G","L","U","",""
"","","","","","html-slider-response","151","222300","0.0-143.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","99","","0","images/Y_L_U_28.png","","","","trustworthy","2","28","Y","L","U","",""
"","","","","","html-slider-response","152","223313","0.0-144.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","99","","0","images/G_L_S_05.png","","","","trustworthy","1","05","G","L","S","",""
"","","","","","html-slider-response","153","224285","0.0-145.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","99","","0","images/R_D_S_44.png","","","","trustworthy","1","44","R","D","S","",""
"","","","","","html-slider-response","154","225305","0.0-146.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","99","","0","images/B_L_S_13.png","","","","trustworthy","2","13","B","L","S","",""
"","","","","","html-slider-response","155","226603","0.0-147.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >trustworthy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-159","","0","images/Y_D_S_30.png","","","","trustworthy","1","30","Y","D","S","",""
"","","","","","html-button-response","156","228058","0.0-148.0","ca079jsn2e","13","953","<p>Great Job! You've finished block 4.<br></br> You have 4 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","157","229054","0.0-149.0","ca079jsn2e","13","995","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>disturbing</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","158","232420","0.0-150.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-189","","0","images/B_L_U_15.png","","","","disturbing","1","15","B","L","U","",""
"","","","","","html-slider-response","159","233376","0.0-151.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-189","","0","images/Y_L_S_27.png","","","","disturbing","1","27","Y","L","S","",""
"","","","","","html-slider-response","160","235281","0.0-152.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","182","","0","images/Y_D_U_33.png","","","","disturbing","2","33","Y","D","U","",""
"","","","","","html-slider-response","161","236488","0.0-153.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-161","","0","images/Y_L_S_27.png","","","","disturbing","2","27","Y","L","S","",""
"","","","","","html-slider-response","162","237695","0.0-154.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","109","","0","images/G_D_S_10.png","","","","disturbing","1","10","G","D","S","",""
"","","","","","html-slider-response","163","238659","0.0-155.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-88","","0","images/G_L_U_07.png","","","","disturbing","1","07","G","L","U","",""
"","","","","","html-slider-response","164","240224","0.0-156.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-130","","0","images/R_L_U_41.png","","","","disturbing","1","41","R","L","U","",""
"","","","","","html-slider-response","165","242565","0.0-157.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","images/B_L_S_13.png","","","","disturbing","2","13","B","L","S","",""
"","","","","","html-slider-response","166","244403","0.0-158.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-137","","0","images/G_D_S_10.png","","","","disturbing","2","10","G","D","S","",""
"","","","","","html-slider-response","167","245830","0.0-159.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-116","","0","images/B_D_U_26.png","","","","disturbing","1","26","B","D","U","",""
"","","","","","html-slider-response","168","247223","0.0-160.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","110","","0","images/R_L_U_41.png","","","","disturbing","2","41","R","L","U","",""
"","","","","","html-slider-response","169","249387","0.0-161.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","images/B_D_S_23.png","","","","disturbing","2","23","B","D","S","",""
"","","","","","html-slider-response","170","250489","0.0-162.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","images/B_D_U_26.png","","","","disturbing","2","26","B","D","U","",""
"","","","","","html-slider-response","171","252377","0.0-163.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","145","","0","images/R_D_U_02.png","","","","disturbing","1","02","R","D","U","",""
"","","","","","html-slider-response","172","254087","0.0-164.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-162","","0","images/B_L_U_15.png","","","","disturbing","2","15","B","L","U","",""
"","","","","","html-slider-response","173","255997","0.0-165.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-102","","0","images/G_L_S_05.png","","","","disturbing","2","05","G","L","S","",""
"","","","","","html-slider-response","174","257012","0.0-166.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-102","","0","images/B_D_S_23.png","","","","disturbing","1","23","B","D","S","",""
"","","","","","html-slider-response","175","258672","0.0-167.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","105","","0","images/Y_D_S_30.png","","","","disturbing","2","30","Y","D","S","",""
"","","","","","html-slider-response","176","260301","0.0-168.0","ca079jsn2e","13","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","95","","0","images/R_D_U_02.png","","","","disturbing","2","02","R","D","U","",""
