"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept"
"","","","","","html-slider-response","116","264312","0.0-112.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","81","","0","images/gray_41.png","","","","serious"
"","","","","","html-slider-response","117","265176","0.0-113.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","images/gray_28.png","","","","serious"
"","","","","","html-slider-response","118","266048","0.0-114.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_09.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","57","","0","images/gray_09.png","","","","serious"
"","","","","","html-slider-response","119","267019","0.0-115.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_34.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","59","","0","images/gray_34.png","","","","serious"
"","","","","","html-slider-response","120","267931","0.0-116.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","61","","0","images/gray_05.png","","","","serious"
"","","","","","html-slider-response","121","268877","0.0-117.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","56","","0","images/gray_27.png","","","","serious"
"","","","","","html-slider-response","122","269799","0.0-118.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_01.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","55","","0","images/gray_01.png","","","","serious"
"","","","","","html-slider-response","123","271419","0.0-119.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-63","","0","images/gray_33.png","","","","serious"
"","","","","","html-slider-response","124","273105","0.0-120.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_14.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-83","","0","images/gray_14.png","","","","serious"
"","","","","","html-slider-response","125","274405","0.0-121.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_31.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","66","","0","images/gray_31.png","","","","serious"
"","","","","","html-slider-response","126","275729","0.0-122.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_38.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","56","","0","images/gray_38.png","","","","serious"
"","","","","","html-slider-response","127","277044","0.0-123.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_19.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","images/gray_19.png","","","","serious"
"","","","","","html-slider-response","128","278244","0.0-124.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","55","","0","images/gray_37.png","","","","serious"
"","","","","","html-slider-response","129","279183","0.0-125.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_42.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","95","","0","images/gray_42.png","","","","serious"
"","","","","","html-slider-response","130","280277","0.0-126.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_17.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","71","","0","images/gray_17.png","","","","serious"
"","","","","","html-slider-response","131","281372","0.0-127.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_24.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","70","","0","images/gray_24.png","","","","serious"
"","","","","","html-slider-response","132","283074","0.0-128.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_32.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","69","","0","images/gray_32.png","","","","serious"
"","","","","","html-slider-response","133","284135","0.0-129.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_22.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","images/gray_22.png","","","","serious"
"","","","","","html-slider-response","134","285024","0.0-130.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_16.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","74","","0","images/gray_16.png","","","","serious"
"","","","","","html-slider-response","135","286752","0.0-131.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_18.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-138","","0","images/gray_18.png","","","","serious"
"","","","","","html-slider-response","136","287910","0.0-132.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","88","","0","images/gray_23.png","","","","serious"
"","","","","","html-slider-response","137","289629","0.0-133.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_29.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/gray_29.png","","","","serious"
"","","","","","html-slider-response","138","291398","0.0-134.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","62","","0","images/gray_02.png","","","","serious"
"","","","","","html-slider-response","139","293282","0.0-135.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_25.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-37","","0","images/gray_25.png","","","","serious"
"","","","","","html-slider-response","140","294959","0.0-136.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","138","","0","images/gray_30.png","","","","serious"
"","","","","","html-slider-response","141","296678","0.0-137.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","198","","0","images/gray_07.png","","","","serious"
"","","","","","html-slider-response","142","298965","0.0-138.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_36.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","50","","0","images/gray_36.png","","","","serious"
"","","","","","html-slider-response","143","300841","0.0-139.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_39.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","77","","0","images/gray_39.png","","","","serious"
"","","","","","html-slider-response","144","301975","0.0-140.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_03.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","68","","0","images/gray_03.png","","","","serious"
"","","","","","html-slider-response","145","302988","0.0-141.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","images/gray_44.png","","","","serious"
"","","","","","html-slider-response","146","303876","0.0-142.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_21.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","40","","0","images/gray_21.png","","","","serious"
"","","","","","html-slider-response","147","305422","0.0-143.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_11.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","79","","0","images/gray_11.png","","","","serious"
"","","","","","html-slider-response","148","306606","0.0-144.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_04.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","images/gray_04.png","","","","serious"
"","","","","","html-slider-response","149","307963","0.0-145.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","94","","0","images/gray_26.png","","","","serious"
"","","","","","html-slider-response","150","309648","0.0-146.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_35.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","106","","0","images/gray_35.png","","","","serious"
"","","","","","html-slider-response","151","311279","0.0-147.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_08.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","62","","0","images/gray_08.png","","","","serious"
"","","","","","html-slider-response","152","312315","0.0-148.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","72","","0","images/gray_13.png","","","","serious"
"","","","","","html-slider-response","153","314536","0.0-149.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >serious</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_40.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","22","","0","images/gray_40.png","","","","serious"
"","","","","","html-button-response","154","315651","0.0-150.0","f3h03n4xd4","613","<p>Great Job! You've finished block 3.<br></br> You have 5 block(s) left to go.<br></br></p>","0","","","","","","",""
"","","","","","html-button-response","155","316268","0.0-151.0","f3h03n4xd4","615","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>playful</p><br></br>","0","","","","","","",""
"","","","","","html-slider-response","156","317891","0.0-152.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_39.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-16","","0","images/gray_39.png","","","","playful"
"","","","","","html-slider-response","157","319248","0.0-153.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-57","","0","images/gray_28.png","","","","playful"
"","","","","","html-slider-response","158","320399","0.0-154.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-66","","0","images/gray_27.png","","","","playful"
"","","","","","html-slider-response","159","323015","0.0-155.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_21.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","188","","0","images/gray_21.png","","","","playful"
"","","","","","html-slider-response","160","325311","0.0-156.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","128","","0","images/gray_26.png","","","","playful"
"","","","","","html-slider-response","161","326667","0.0-157.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_24.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","101","","0","images/gray_24.png","","","","playful"
"","","","","","html-slider-response","162","328182","0.0-158.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","78","","0","images/gray_10.png","","","","playful"
"","","","","","html-slider-response","163","329538","0.0-159.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_42.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-34","","0","images/gray_42.png","","","","playful"
"","","","","","html-slider-response","164","330798","0.0-160.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_03.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-91","","0","images/gray_03.png","","","","playful"
"","","","","","html-slider-response","165","332022","0.0-161.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_40.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-171","","0","images/gray_40.png","","","","playful"
"","","","","","html-slider-response","166","333248","0.0-162.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-150","","0","images/gray_05.png","","","","playful"
"","","","","","html-slider-response","167","334309","0.0-163.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_06.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-169","","0","images/gray_06.png","","","","playful"
"","","","","","html-slider-response","168","336143","0.0-164.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_31.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","141","","0","images/gray_31.png","","","","playful"
"","","","","","html-slider-response","169","338058","0.0-165.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_43.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-173","","0","images/gray_43.png","","","","playful"
"","","","","","html-slider-response","170","339277","0.0-166.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-142","","0","images/gray_41.png","","","","playful"
"","","","","","html-slider-response","171","341053","0.0-167.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_18.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","109","","0","images/gray_18.png","","","","playful"
"","","","","","html-slider-response","172","342525","0.0-168.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_29.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","102","","0","images/gray_29.png","","","","playful"
"","","","","","html-slider-response","173","344105","0.0-169.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-134","","0","images/gray_30.png","","","","playful"
"","","","","","html-slider-response","174","345372","0.0-170.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-80","","0","images/gray_44.png","","","","playful"
"","","","","","html-slider-response","175","346383","0.0-171.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_35.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-115","","0","images/gray_35.png","","","","playful"
"","","","","","html-slider-response","176","347304","0.0-172.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_08.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-105","","0","images/gray_08.png","","","","playful"
"","","","","","html-slider-response","177","348916","0.0-173.0","f3h03n4xd4","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >playful</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/gray_01.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","99","","0","images/gray_01.png","","","","playful"
